student_id,age,gender,learning_style,study_hours_daily,support_person,assignment_completion,handle_difficulty,enjoy_math,enjoy_science,enjoy_english,enjoy_filipino,enjoy_arpan,enjoy_mapeh,enjoy_tle,preferred_program,motivation_level,enjoy_science_experiments,enjoy_reading,enjoy_handson_activities,enjoy_sports,enjoy_arts,enjoy_language_related_activities,foreign_language_interest,competition_participation,device_availability,internet_access,absences_count,absence_reason,family_income_help,school_participation,received_awards,award_highest_honors,award_high_honors,award_with_honors,award_best_science,award_best_math,award_best_english,award_conduct,achiever_award,difficulty_reading,difficulty_writing,difficulty_math,difficulty_focusing,difficulty_social_interaction,extra_support_recommended,quiet_study_place,distance_from_school,travel_difficulty,grade_math,grade_science,grade_english,grade_filipino,grade_arpan,grade_mapeh,average_grade_tle,grade_esp,grade_6_final_average,actual_placement
student_220,13,1,3,2,4,3,1,0,0,1,0,0,0,0,2,3,0,0,0,1,0,0,1,1,1,2,1,5,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,4,3,81,84,89,87,87,83,89,89,86,5
student_221,13,1,5,1,1,1,1,0,0,0,1,0,1,0,5,2,0,0,1,0,1,0,1,1,1,1,1,4,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,2,3,83,88,80,80,87,85,88,86,85,5
student_222,12,1,3,2,1,3,1,0,1,0,0,0,0,0,5,2,0,0,0,1,0,0,2,0,2,2,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,80,77,80,80,80,81,82,85,80.625,5
student_223,12,1,3,2,3,3,1,1,1,1,0,0,1,0,3,2,0,1,1,1,0,0,1,0,2,2,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2,80,80,78,87,82,87,87,87,84,5
student_224,12,1,1,1,1,3,2,0,0,0,0,0,0,1,4,2,1,1,0,0,0,1,1,0,1,2,1,NaN,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,76,86,83,86,88,92,86,86,85,5
student_225,15,1,3,1,1,3,1,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,1,1,2,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,76,81,79,84,82,83,82,87,82,5
student_226,12,1,3,1,1,3,1,0,0,0,0,0,1,0,3,2,0,0,0,1,0,0,1,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,79,84,78,81,84,82,84,83,82,5
student_227,12,1,1,2,1,1,4,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,3,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,78,76,77,79,82,77,76,77,78,5
student_228,12,1,3,1,1,1,2,0,0,0,0,0,1,1,4,2,0,0,1,0,1,0,1,0,2,3,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,77,80,80,80,81,83,82,84,81,5
student_229,13,0,3,2,4,1,2,0,0,1,0,0,0,0,5,3,1,0,0,0,1,0,3,1,2,2,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,76,77,75,76,76,80,75,75,76,5
student_230,14,0,5,1,4,4,4,0,0,0,1,0,0,0,4,3,0,0,0,1,0,0,3,0,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,76,76,76,77,76,80,79,81,78,5
student_231,12,0,3,1,1,3,1,1,0,0,0,0,0,0,5,2,0,0,0,1,0,0,3,1,2,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,77,80,81,75,76,81,79,77,78,5
student_232,14,2,5,4,4,1,1,0,0,0,0,0,0,1,NaN,NaN,0,0,1,0,0,0,1,1,1,1,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,77,78,82,79,83,81,82,84,81,5
student_233,13,0,5,1,1,1,3,0,0,0,0,1,0,0,5,1,0,0,0,0,1,0,2,0,2,1,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,2,76,78,75,81,82,81,76,80,79,5
student_234,12,0,3,1,1,3,1,0,0,0,1,0,1,0,5,2,1,0,0,0,0,0,2,0,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,3,82,80,85,78,82,89,82,83,83,5
student_235,14,0,1,1,4,1,1,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,2,0,2,2,2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,76,77,76,78,78,80,81,85,79,5
student_236,13,0,5,4,4,2,4,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,1,1,2,3,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,3,81,82,83,82,84,84,84,86,83,5
student_237,15,1,3,2,4,3,4,1,0,0,0,0,0,0,NaN,1,1,0,0,0,0,0,1,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,82,84,81,77,79,84,80,82,82,5
student_238,13,0,3,1,1,1,3,0,0,0,0,0,0,1,NaN,NaN,0,0,1,0,0,0,1,0,3,2,2,5,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,81,82,85,80,83,88,84,86,84,5
student_239,14,0,3,2,1,3,1,0,0,0,1,0,0,0,4,2,0,0,0,1,0,0,3,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3,78,82,79,77,78,85,82,83,81,5
student_240,14,0,3,2,1,2,4,1,0,0,0,0,0,0,6,2,0,0,0,1,0,0,1,1,3,3,4,4,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,3,75,76,75,75,75,75,76,75,75.25,5
student_241,12,0,3,2,1,2,1,0,0,0,0,1,0,0,NaN,2,0,0,1,0,0,0,1,0,1,3,1,5,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,3,83,86,90,91,90,85,89,89,87.875,4
student_242,13,0,NaN,1,1,3,1,0,0,0,0,0,0,1,NaN,2,0,0,1,0,0,0,2,0,1,2,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,83,81,83,87,88,89,90,91,87,4
student_243,14,0,3,2,1,1,3,0,0,1,0,0,0,0,4,2,0,1,0,0,0,0,1,1,1,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,88,87,88,87,85,87,87,90,87,4
student_244,12,0,NaN,1,1,3,3,0,0,1,0,0,0,0,4,2,0,0,0,1,0,0,2,0,1,1,1,4,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,84,85,86,84,85,92,83,85,86,4
student_245,13,0,1,1,2,1,1,0,0,1,0,0,0,0,4,2,0,1,0,0,0,0,2,0,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,3,87,86,86,85,87,87,87,87,87,4
student_246,12,1,3,2,1,1,1,1,0,0,0,0,0,0,4,2,0,0,0,0,1,0,1,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3,85,85,83,86,89,88,88,94,87,4
student_247,13,1,3,4,1,3,1,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,2,1,1,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,3,96,91,93,92,91,92,92,92,92.375,4
student_248,14,1,1,4,4,1,1,0,0,0,0,0,0,1,4,2,0,0,0,1,0,0,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,82,87,81,88,86,86,89,88,88,4
student_249,13,1,5,2,1,2,3,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,2,0,1,1,1,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,88,85,91,87,84,86,90,91,87,4
student_250,12,1,1,3,1,1,3,0,0,1,0,0,0,1,3,2,0,1,0,0,1,1,2,0,1,1,1,5,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3,3,85,83,86,85,83,86,89,88,86,4
student_251,12,1,1,3,1,1,3,1,0,0,0,0,0,0,3,2,0,1,0,0,1,0,2,1,1,1,1,5,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,87,86,86,87,86,87,88,88,87,4
student_252,12,1,1,2,1,1,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,2,2,1,1,3,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,4,3,86,86,86,87,86,86,86,87,86,4
student_253,12,1,5,1,1,3,2,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,1,3,2,3,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,4,2,88,86,85,86,87,85,87,88,87,4
student_254,12,1,3,1,1,3,2,0,1,0,1,0,0,0,4,2,0,1,0,0,1,1,1,0,2,2,1,1,3,2,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,3,3,3,90,88,88,89,86,84,84,85,87,4
student_255,12,1,3,3,1,1,1,0,1,0,0,0,0,0,4,2,1,1,1,0,1,0,1,1,3,2,1,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,3,84,86,85,85,89,88,87,93,87,4
student_256,14,1,5,3,4,3,1,1,0,1,0,1,1,0,NaN,2,0,0,1,1,1,1,1,1,1,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,2,85,83,86,89,86,90,90,90,87,4
student_257,13,1,3,1,1,3,3,1,0,0,0,0,0,0,4,2,0,0,1,0,0,0,2,0,3,1,4,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,86,85,87,87,89,86,88,88,87,4
student_258,13,1,3,1,1,3,1,1,0,0,1,1,1,0,4,3,1,0,0,0,0,0,2,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,3,87,87,86,87,87,86,86,88,87,4
student_259,12,0,3,4,1,1,2,0,0,0,0,0,0,0,3,2,1,1,0,1,1,0,2,0,3,3,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,3,85,88,86,86,87,85,83,88,86,4
student_260,12,1,3,1,1,3,3,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,2,0,1,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,2,89,88,88,85,86,90,84,92,87,4
student_261,13,0,3,1,1,3,2,1,0,0,0,0,0,0,4,2,1,0,0,0,0,0,2,1,1,2,2,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,86,86,88,89,90,85,84,86,87,4
student_262,12,1,3,1,1,3,3,0,0,0,1,0,0,0,NaN,2,0,0,0,0,0,0,2,0,2,3,3,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,88,87,85,84,88,86,86,87,86,4
student_263,12,1,5,2,1,2,1,1,0,1,1,0,0,0,4,3,0,0,1,1,0,0,3,1,NaN,2,1,1,2,NaN,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,89,88,85,86,87,86.25,86,88,87,4
student_264,12,1,3,1,1,1,3,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,84,84,86,88,86,88,86,91,87,4
student_265,14,1,5,1,1,1,1,1,0,0,0,0,0,0,4,3,0,1,0,0,1,0,1,1,2,1,1,5,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,4,3,82,93,78,89,87,88,90,85,87,4
student_266,12,1,2,1,1,1,3,1,0,1,0,1,0,1,1,2,0,0,0,0,1,0,1,0,1,1,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,2,3,84,81,85,84,89,91,89,92,87,4
student_267,12,1,3,2,1,2,1,0,1,0,0,0,0,0,4,3,0,0,0,1,0,0,2,0,1,2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,2,3,86,85,85,84,84,85,87,87,85,4
student_268,13,0,5,1,2,1,1,1,0,0,0,0,0,0,4,3,0,0,0,0,1,0,1,1,1,1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,3,90,86,92,90,90,84,85,86,88,4
student_269,13,1,3,2,4,2,3,0,1,1,0,0,0,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,2,2,86,85,88,84,87,86,89,88,87,4
student_270,12,1,5,1,1,3,1,1,1,0,1,0,1,1,4,2,1,1,1,1,0,1,1,0,1,2,1,NaN,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,89,84,90,86,90,87,87,83,87,4
student_271,12,1,3,1,1,1,1,0,1,0,1,0,0,0,3,3,1,0,0,0,0,0,1,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,83,84,88,86,89,89,85,86,86,4
student_272,13,1,5,1,1,3,1,1,0,1,1,1,0,1,4,2,0,0,0,0,0,0,2,1,1,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,3,88,82,85,88,88,89,90,91,87,4
student_273,12,0,3,1,2,3,2,0,1,0,0,0,0,0,3,2,0,0,0,0,1,0,1,0,2,2,2,4,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,3,86,86,85,87,86,89,86,91,87,4
student_274,12,0,3,2,1,2,1,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,1,1,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,83,86,88,87,85,91,85,90,87,4
student_275,12,1,3,1,4,1,1,0,0,0,0,0,1,0,4,3,0,1,0,0,0,0,1,1,1,2,1,2,3,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,85,86,85,84,86,86,86,86,86,4
student_276,12,0,3,2,1,2,1,0,0,1,0,0,0,0,4,2,0,0,1,0,0,0,3,0,2,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,82,84,85,89,87,85,86,89,86,4
student_277,14,1,5,1,3,2,2,0,0,1,0,0,0,0,4,2,0,0,0,0,1,0,2,0,1,1,1,4,NaN,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,3,87,85,89,88,87,87,87,88,87,4
student_278,12,1,3,1,1,2,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,3,0,2,2,1,5,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,2,86,85,86,88,86,86,89,88,87,4
student_279,13,0,5,1,4,3,1,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,1,0,1,2,1,5,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2,3,83,84,86,89,87,89,87,88,87,4
student_280,13,0,3,4,2,1,3,1,0,0,0,0,0,0,4,3,0,0,0,1,0,0,2,1,1,1,1,NaN,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,92,85,85,90,85,86,84,89,87,4
student_281,12,1,5,1,4,1,2,0,0,0,0,1,0,0,2,3,0,0,0,1,0,0,1,0,2,1,1,4,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,87,86,85,85,87,89,86,88,87,4
student_282,12,1,1,1,3,2,2,0,0,0,0,1,0,0,4,2,0,0,1,0,0,0,2,0,2,3,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,3,3,82,83,82,86,88,85,93,91,86,4
student_283,13,1,NaN,1,1,3,NaN,0,0,0,1,0,0,0,5,2,0,0,0,0,0,0,1,0,1,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,81,82,81,80,80,83,83,81,81,5
student_284,12,1,5,1,NaN,3,3,0,0,0,0,0,0,1,5,2,0,0,1,0,0,0,1,1,2,2,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,81,82,80,83,83,87,83,79,83,5
student_285,13,1,5,2,1,3,3,1,1,0,1,0,0,1,4,3,0,0,0,1,0,0,2,0,2,1,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,86,79,85,84,88,85,84,80,84,5
student_286,12,1,3,2,1,3,2,0,0,0,0,0,1,0,5,2,0,0,1,0,0,0,2,0,1,3,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,75,79,81,81,78,85,83,83,81,5
student_287,14,0,5,4,2,1,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,2,0,1,2,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,81,80,81,81,79,84,81,81,81,5
student_288,15,0,3,1,1,3,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,2,0,3,3,4,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,3,80,79,80,76,84,80,77,79,79,5
student_289,13,0,3,1,1,2,1,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,2,0,1,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,82,80,84,82,81,83,87,83,83,5
student_290,12,1,5,1,2,1,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,0,1,2,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,78,82,77,85,80,82,80,86,81,5
student_291,13,1,3,3,1,1,1,0,1,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,1,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,76,82,80,81,80,85,77,83,81,5
student_292,13,0,3,1,1,1,1,0,0,0,0,0,1,0,5,2,0,0,0,1,0,0,1,1,2,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,3,77,78,77,79,78,83,77,81,79,5
student_293,12,0,3,1,1,3,1,1,0,0,0,0,0,0,5,2,0,0,0,1,0,0,2,0,2,3,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,83,78,82,81,83,83,82,82,82,5
student_294,14,1,5,1,4,3,3,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,3,1,2,1,3,4,1,1,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,1,1,1,1,77,80,78,78,80,82,82,82,80,5
student_295,12,1,5,2,3,3,3,0,0,0,0,0,1,0,4,3,1,0,0,0,0,0,2,0,3,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,82,87,77,86,88,84,80,86,83,5
student_296,13,0,2,1,2,4,1,0,1,0,0,0,0,0,3,1,0,1,0,0,0,0,3,1,2,1,3,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,3,77,78,75,79,83,81,76,86,79,5
student_297,13,0,5,2,1,1,3,1,0,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,1,2,1,3,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,3,81,80,81,87,82,86,84,87,84,5
student_298,13,1,3,2,4,2,1,0,0,0,1,0,0,0,4,2,0,0,0,1,0,0,1,0,2,2,2,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,82,79,79,83,84,81,82,85,82,5
student_299,12,1,3,1,2,3,1,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,84,83,83,85,87,84,82,87,84,5
student_300,12,0,5,1,1,3,3,0,1,0,0,0,0,0,5,2,0,0,0,1,0,0,1,0,1,1,1,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,79,80,83,82,81,79,81,82,81,5
student_301,13,0,3,1,4,3,3,0,0,0,1,0,0,0,5,2,0,0,0,1,0,0,2,0,3,3,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,76,76,76,76,76,76,76,79,76.375,5
student_302,13,0,3,1,4,3,3,0,0,0,1,0,0,0,5,2,0,0,0,1,0,0,2,0,3,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,79,78,80,81,81,84,81,86,81,5
student_303,12,1,5,1,1,3,1,0,0,0,0,0,1,0,5,3,1,0,0,0,0,0,1,0,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,81,78,89,84,90,88,87,79,85,5
student_304,12,1,5,1,2,1,3,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,2,1,2,2,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,84,82,84,83,85,85,82,88,84,5
student_305,13,1,5,1,4,3,3,1,0,1,1,0,1,0,4,2,0,0,1,0,0,0,2,1,2,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,85,82,83,83,83,83,84,83,83,5
student_306,15,0,2,1,1,2,2,0,0,0,1,0,0,0,5,2,0,0,0,1,0,0,1,0,2,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,79,81,81,80,81,85,84,84,82,5
student_307,13,0,2,1,1,2,2,0,0,0,1,0,0,0,5,2,0,0,0,1,0,0,1,0,2,1,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,79,77,85,78,79,86,76,78,80,5
student_308,13,0,1,4,4,1,2,0,0,0,0,0,1,0,4,3,0,0,1,0,1,0,3,1,3,1,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,80,78,82,83,81,81,82,81,81,5
student_309,12,0,3,1,1,3,1,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,2,0,1,2,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3,4,2,77,76,79,79,81,83,82,79,80,5
student_310,16,0,3,4,1,3,3,0,0,0,1,0,0,0,1,2,0,1,0,0,1,0,2,0,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,78,83,77,78,81,82,82,82,80,5
student_311,14,1,3,2,4,3,1,0,0,0,0,0,1,0,5,1,0,0,0,0,1,0,3,0,3,3,2,4,2,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,3,81,81,75,78,84,83,80,86,81,5
student_312,12,1,3,1,1,1,1,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,1,0,2,2,3,4,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,76,82,76,80,83,84,81,81,80,5
student_313,14,0,3,1,1,3,1,0,0,0,0,1,0,0,5,1,0,0,0,1,0,0,2,0,2,2,3,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,82,77,78,76,81,79,81,80,79,5
student_314,12,1,5,2,1,2,3,0,0,0,0,0,1,0,5,2,0,0,0,1,0,0,3,1,1,2,2,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,80,82,84,82,81,86,84,86,83,5
student_315,13,0,5,2,4,2,3,0,0,1,0,0,0,0,5,2,1,0,0,0,1,0,2,0,1,2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,82,83,80,87,83,87,80,87,84,5
student_316,12,0,3,1,2,3,2,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,2,0,2,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,2,76,76,75,79,75,77,78,79,77,5
student_317,13,1,1,2,1,1,1,1,0,0,0,0,0,0,5,NaN,0,0,0,1,0,0,1,0,2,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,3,80,78,79,79,80,81,81,81,80,5
student_318,14,0,3,2,2,3,1,0,0,0,1,0,0,0,5,2,0,0,0,1,0,0,2,0,2,2,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,77,76,81,78,80,80,78,77,78,5
student_319,14,1,3,2,1,3,1,0,0,0,0,0,1,0,5,2,0,0,0,1,0,0,2,0,1,3,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,1,80,80,80,82,83,82,82,83,82,5
student_320,12,1,5,2,NaN,3,3,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,1,2,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,81,79,83,83,79,87,85,83,83,5
student_321,13,1,3,1,1,1,2,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,2,0,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,3,84,81,81,84,83,85,88,85,84,5
student_322,13,0,5,1,1,3,3,0,0,0,0,0,1,0,4,2,0,0,1,0,0,0,3,0,1,2,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,82,81,80,86,81,84,82,90,83,5
student_323,12,0,3,2,1,1,1,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,3,0,2,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,83,81,79,86,83,88,87,88,88,5
student_324,13,1,1,1,3,1,1,0,0,0,0,1,0,0,4,2,1,0,0,0,0,0,2,0,2,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,3,80,85,83,83,87,82,83,86,84,5
student_325,12,1,5,2,1,3,3,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,1,0,2,1,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,81,82,84,84,81,83,85,83,83,5
student_326,12,1,3,2,1,3,1,0,1,0,1,0,1,0,3,2,0,0,0,1,0,0,2,0,2,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,82,81,83,84,84,85,84,85,84,5
student_327,12,1,3,1,1,2,1,0,1,1,1,1,1,0,3,2,0,0,0,0,1,0,2,0,2,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,83,81,81,81,83,89,87,85,84,5
student_328,12,1,5,3,1,1,3,1,1,1,0,0,0,1,4,3,1,1,0,1,1,1,1,0,1,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4,2,88,85,89,90,85,85,89,90,88,5
student_329,12,1,3,2,4,1,1,0,0,0,0,0,1,0,4,2,0,0,0,0,1,0,2,1,1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,82,84,82,84,82,85,82,83,83,5
student_330,13,1,3,2,4,1,1,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,2,1,3,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,83,80,81,87,83,86,83,87,84,5
student_331,13,0,5,3,2,3,3,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,2,0,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,85,87,82,81,80,85,84,84,89,5
